YT動画名,曲名,アーティスト,YT投稿日,YT再生数,Spotify URL
YOASOBI「あの夢をなぞって」 Official Music Video,あの夢をなぞって,YOASOBI,2020-01-18,126242177,https://open.spotify.com/track/5ptl2PXkiSth54HCuGO7vN
チューリングラブ feat.Sou / ナナヲアカリ,チューリングラブ,NANAOAKARI,2020-01-18,99574451,https://open.spotify.com/track/3riqV8PHEAHT4V0O0NPFKe
"Takako Matsu, AURORA - イントゥ・ジ・アンノウン～心のままに (アナと雪の女王２ MV フルバージョン)",イントゥ・ジ・アンノウン～心のままに,Toshl,2020-01-17,28009314,https://open.spotify.com/track/3JVwKJcWZMWTGZB7cx1O8s
chelmico「Easy Breezy」【Official Music Video】,Easy Breezy,chelmico,2020-01-16,13716830,https://open.spotify.com/track/5Zjge6yCThuBMdnJdOBp9A
Official髭男dism - I LOVE...［Official Video］,I LOVE,OFFICIAL HIGE DANDISM,2020-01-15,211182807,https://open.spotify.com/track/0YwU290aEnteCxvnIMmXGj
ビッケブランカ - Black Catcher / Vicke Blanka - Black Catcher,Black Catcher,VK Blanka,2020-01-08,77259259,https://open.spotify.com/track/5RXmLhscstsdvWPN0XtUa0
命に嫌われている。/ カンザキイオリ(Covered by コバソロ & 相沢),命に嫌われている。,カンザキイオリ,2020-01-05,47250408,https://open.spotify.com/track/1hl2HnJJUVIB1yDSEkQaJs
BTS - HOME (2019 KBS SongFestival),Home,BTS,2019-12-27,54214032,https://open.spotify.com/track/6Yc3tjFCVR2bfAQFRTZBef
Snow Man「D.D.」MV (YouTube ver.),D.D.,Mobile Melody Series,2019-12-24,115902048,https://open.spotify.com/track/4rwcG1Bc86vIaXanf0Q0le
SixTONES - Imitation Rain [YouTube Ver.],Imitation Rain (Cover) - SixTONES - メロディー,Mobile Melody Series,2019-12-24,60733195,https://open.spotify.com/track/1prnrekg83ZEkvxc3gJ0Bq
春嵐 / 初音ミク,春嵐,松浦眞那,2019-12-07,43624683,https://open.spotify.com/track/3j2jFeQOWJs4duqX4Q4KmP
LiSA - 紅蓮華 / THE FIRST TAKE,紅蓮華 - From THE FIRST TAKE,LiSA,2019-12-06,141310759,https://open.spotify.com/track/0XMFyImXb2N4b12xQoBkrD
Blinding Lights,Blinding Lights,The Weeknd,2019-11-29,764710215,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
Before You Go,Before You Go,Lewis Capaldi,2019-11-21,280512913,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
[ポケットモンスターOP]１・２・３／After the Rain（そらる×まふまふ）,１・２・３,After the Rain,2019-11-17,35743421,https://open.spotify.com/track/3OxFKgjyTGB3yAif6DvpaF
BLUE ENCOUNT 『ポラリス』Music Video【アニメ『僕のヒーローアカデミア』第4期オープニングテーマ】,ポラリス,BLUE ENCOUNT,2019-11-16,36225383,https://open.spotify.com/track/28DlaPydCnrs8NxYOnUPZ8
YOASOBI「夜に駆ける」 Official Music Video,夜に駆ける,YOASOBI,2019-11-16,278725401,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js
不可幸力 / Vaundy ：MUSIC VIDEO,不可幸力,Vaundy,2019-11-09,118550414,https://open.spotify.com/track/6AncLCxf4U7ivJEaqih9zA
WayV 威神V 'Love Talk' MV,Love Talk,WayV,2019-11-05,93284131,https://open.spotify.com/track/6bc8VmlNt5S9WJlyw8bBdd
RADWIMPS - 大丈夫 [Official Music Video],大丈夫,RADWIMPS,2019-11-05,30515187,https://open.spotify.com/track/3TkNG3lYmJHk2Ftj4zy0I5
Gimme Shelter (Remastered 2019),Gimme Shelter,Sisters of Mercy,2019-10-31,17752659,https://open.spotify.com/track/7vt8y7XWRtTkuLJUiyqoiv
MONKEY MAJIK - Bitten By You (feat. Spookiz The Movie),Bitten By You,Monkey Majik,2019-10-22,51746618,https://open.spotify.com/track/4EyjvMJ6llJ5stWDlwo8v6
TWICE 「Fake & True」 Music Video,Fake & True,TWICE,2019-10-17,75869209,https://open.spotify.com/track/55Rxs4UMMcHSy53DYyLguZ
Car's Outside,Car's Outside - Sped Up Version,James Arthur,2019-10-17,67031925,https://open.spotify.com/track/6OmKbLCskNWi1IcfpZbeJc
ピノキオピー - アルティメットセンパイ feat. 初音ミク / Ultimate Senpai,アルティメットセンパイ,PinocchioP,2019-10-16,16944778,https://open.spotify.com/track/5Lsdr0kU6beWlXns5yRzfT
Mrs. GREEN APPLE - Attitude,Attitude,Mrs. GREEN APPLE,2019-10-05,20133397,https://open.spotify.com/track/7zbsxhqTb3yDICWuNBCodY
The Reason,The Reasons of My Smiles,BSS,2019-10-03,152845391,https://open.spotify.com/track/1amowbJ9HHFFSFdg2ubM7G
WANIMA「りんどう」OFFICIAL MUSIC VIDEO,りんどう,WANIMA,2019-09-25,15916426,https://open.spotify.com/track/3jAjSQXOTgQDHjRtlvW6P6
Official髭男dism - イエスタデイ［Official Video］,イエスタデイ,OFFICIAL HIGE DANDISM,2019-09-20,192488855,https://open.spotify.com/track/53WuztMfY1VH3rLIm0zApQ
日向坂46 『こんなに好きになっちゃっていいの？』,こんなに好きになっちゃっていいの？,Hinatazaka46,2019-09-04,20037189,https://open.spotify.com/track/23RVv4jhB9jSULuWbCzTxd
米津玄師  - 馬と鹿   Kenshi Yonezu - Uma to Shika,馬と鹿,Kenshi Yonezu,2019-09-02,209314341,https://open.spotify.com/track/0iniTNHwqBiP4UDE1dgUpD
ヨルシカ - ノーチラス (OFFICIAL VIDEO),ノーチラス,ヨルシカ,2019-08-27,22004112,https://open.spotify.com/track/6B8gUB7PhCUDbCO0OiesrB
センチミリメンタル 『キヅアト』 Music Video,キヅアト,Centimillimental,2019-08-22,14145045,https://open.spotify.com/track/5rjSaWJRWQyEWVC9UR5N0p
Dog Days Are Over,Dog Days Are Over,Florence + The Machine,2019-08-15,70319440,https://open.spotify.com/track/456WNXWhDwYOSf5SpTuqxd
Winter Bear by V,Winter Bear,V,2019-08-09,127937384,https://open.spotify.com/track/74ewFAgDzRkhZ7EX2eLtfZ
【公式】 失敗作少女／かいりきベア・MARETU feat.初音ミク,失敗作少女,Kairikibear,2019-08-09,20001714,https://open.spotify.com/track/6pgVtyRFhZ4E68wCXH2vBb
Mrs. GREEN APPLE - インフェルノ（Inferno）,インフェルノ,Mrs. GREEN APPLE,2019-08-02,290063331,https://open.spotify.com/track/2vOAHp8PBBFYqvQUWSoITY
"Ariana Grande, Social House - boyfriend (Official Video)",boyfriend,"Ariana Grande, Social House",2019-08-02,261721170,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
ヨルシカ - 雨とカプチーノ(Official Video),雨とカプチーノ,ヨルシカ,2019-08-01,62249206,https://open.spotify.com/track/7rX3Gw6nyUuMjiZqe5jyr5
milet「us」MUSIC VIDEO（日本テレビ系水曜ドラマ『偽装不倫』主題歌）,us,milet,2019-07-24,32082089,https://open.spotify.com/track/0s96Y4iLjNgEJBjlEZLBNu
須田景凪「veil」MV,veil,須田景凪,2019-07-19,62298411,https://open.spotify.com/track/1dGF5ymTyBB2ZmOypkeU1F
EXILE / Rising Sun (EXILE LIVE TOUR 2018-2019 “STAR OF WISH”)【Full Size】,Rising Sun,EXILE,2019-07-19,10542852,https://open.spotify.com/track/7fVjBBW6OK31oJrm1QrSck
RADWIMPS - 愛にできることはまだあるかい [Official Music Video],愛にできることはまだあるかい,RADWIMPS,2019-07-18,130492694,https://open.spotify.com/track/0PUoNLjLtrSCNwIvvbERS2
ちゃんみな – Never Grow Up (Official Music Video),Never Grow Up,CHANMINA,2019-07-18,51232130,https://open.spotify.com/track/5aDgM8rYPT15CqjkN1EIKq
ミカヅキBIGWAVE - Emotional Prism 感情的なプリズム,Emotional Prism,Mikazuki BIGWAVE,2019-07-13,21746344,https://open.spotify.com/track/2LtMq5ELlpRgzP4JSxMGmn
Official髭男dism - 宿命［Official Video］,宿命,OFFICIAL HIGE DANDISM,2019-07-08,162937412,https://open.spotify.com/track/2yozZfRYHP7Elsymghu5t3
ちゃんみな – Call (Official Music Video),Call,CHANMINA,2019-06-28,18547957,https://open.spotify.com/track/5uEuQcdrZkxZAXbVBXhIwg
"Shawn Mendes, Camila Cabello - Señorita",Señorita,Shawn Mendes,2019-06-21,1761019969,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
wacci 『空に笑えば』Music Video,空に笑えば,wacci,2019-06-18,29150458,https://open.spotify.com/track/0oTb9Mja359cFo49iAi3S8
Soprano - Le Coach feat. Vincenzo (Clip officiel),Le coach (feat. Vincenzo),Soprano,2019-06-03,329567917,https://open.spotify.com/track/1RighqmKZNqLP9rklJ4HCz
菅田将暉 『まちがいさがし』,まちがいさがし,SUDA MASAKI,2019-06-03,211164919,https://open.spotify.com/track/55Ww4Pa1iIQMhh0MLMetjo
Oh Qué Será?,Oh Qué Será?,Willie Colón,2019-05-31,90165668,https://open.spotify.com/track/2n1MTLCis6qPSDKdr5XSDI
米津玄師 - 海の幽霊  Kenshi Yonezu - Spirits of the Sea,海の幽霊,Kenshi Yonezu,2019-05-27,117696988,https://open.spotify.com/track/4se7FxPLJQftnmHCF5qL2B
Someone You Loved,Someone You Loved,Lewis Capaldi,2019-05-16,467897752,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
【MV】春に揺られど君想う feat. こぴ / コバソロ,春に揺られど君想う (feat. こぴ),kobasolo,2019-05-01,18439911,https://open.spotify.com/track/2gZbYFqzHx0R4vGJIzxeor
Official髭男dism - Pretender［Official Video］,Pretender,OFFICIAL HIGE DANDISM,2019-04-16,547101132,https://open.spotify.com/track/58dxGXavrcagRqA58fNB0Z
BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) (feat. Halsey)' Official MV,Boy With Luv (feat. Halsey),BTS,2019-04-12,1826979224,https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI
Mrs. GREEN APPLE - ロマンチシズム,ロマンチシズム,Mrs. GREEN APPLE,2019-04-10,86133048,https://open.spotify.com/track/0JcI7OdALbpSFkyKoufRYs
あたしが隣にいるうちに／藤川千愛　アニメ『盾の勇者の成り上がり』エンディングテーマ   (''The Rising of the Shield Hero'' Ending Theme ),The Rising of the Shield Hero,Kevin Penkin,2019-04-10,18296333,https://open.spotify.com/track/0azYFpHmf1Hj3BamFyPgxB
ヨルシカ - だから僕は音楽を辞めた (Music Video),だから僕は音楽を辞めた,ヨルシカ,2019-04-05,186487733,https://open.spotify.com/track/5j7ixaLeGTGSv4DzKs0pCM
Official髭男dism - 115万キロのフィルム［Official Live Video］,115万キロのフィルム,OFFICIAL HIGE DANDISM,2019-04-05,58321436,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7
BLACKPINK - 'Kill This Love' M/V,Kill This Love,BLACKPINK,2019-04-04,2050526976,https://open.spotify.com/track/5GK7eDDTVz7CTge1wJrDQW
あいみょん – ハルノヒ【OFFICIAL MUSIC VIDEO】,ハルノヒ,Aimyon,2019-04-02,118890302,https://open.spotify.com/track/1oNeSCt0CMekCyyLo06kFs
Billie Eilish - bad guy,bad guy,Billie Eilish,2019-03-29,1301953936,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
my strange addiction,my strange addiction,Billie Eilish,2019-03-28,97027936,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
EVERGLOW (에버글로우) - 봉봉쇼콜라 (Bon Bon Chocolat) MV,Everglow,Coldplay,2019-03-18,129516107,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU
ATARASHII GAKKO! - 新しい学校のリーダーズ ｢恋ゲバ｣,恋ゲバ,ATARASHII GAKKO!,2019-03-05,16563378,https://open.spotify.com/track/3OchAPew12cIlAYValB5PX
King Gnu - 白日,白日,King Gnu,2019-02-28,505841624,https://open.spotify.com/track/172fMG26G2OoEzzg0wn26r
AliA / かくれんぼ【Official Music Video】,かくれんぼ,Awich,2019-02-13,81524854,https://open.spotify.com/track/5LHub6HVDNPSoklzXkw6ch
TWICE「What is Love? -Japanese ver.-」Music Video,What is Love?,TWICE,2019-02-07,35669587,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
7 rings,7 rings,Ariana Grande,2019-02-07,306629670,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
"thank u, next","thank u, next",Ariana Grande,2019-02-07,156962311,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
Imagine Dragons - Bad Liar,Bad Liar,Imagine Dragons,2019-01-24,548338986,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
Mrs. GREEN APPLE - 僕のこと,僕のこと,Mrs. GREEN APPLE,2019-01-17,121236768,https://open.spotify.com/track/0tnhoHUrHfcLi9hPknUFZ4
【初音ミク】ビターチョコデコレーション【syudou】,ビターチョコデコレーション,syudou,2019-01-04,43619203,https://open.spotify.com/track/6JFD96zWsIdGPqLOTVE1uU
Sunflower (Spider-Man: Into the Spider-Verse),Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2018-12-13,411319694,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
EXO 엑소 'Love Shot' MV,Love Shot,EXO,2018-12-13,630041185,https://open.spotify.com/track/0yB4jrSwN0bFtFRDR5vyMj
Centuries,Centuries,Fall Out Boy,2018-12-12,225595639,https://open.spotify.com/track/04aAxqtGp5pv12UXAg4pkq
星野源 – Pop Virus (Official Video),Pop Virus,Gen Hoshino,2018-12-12,20199718,https://open.spotify.com/track/4hQ5tBCwPRkzhFB424U63U
Roar,Roar,Katy Perry,2018-12-12,144835955,https://open.spotify.com/track/27tNWlhdAryQY04Gb2ZhUI
Don't Speak,Don't Speak,No Doubt,2018-12-12,91588395,https://open.spotify.com/track/6urCAbunOQI4bLhmGpX7iS
"Earned It (Fifty Shades Of Grey) (From The ""Fifty Shades Of Grey"" Soundtrack)",Earned It (Fifty Shades Of Grey),The Weeknd,2018-12-12,121696071,https://open.spotify.com/track/1cQ3LIkZE68pMSnPhZWXLu
A Thousand Miles,A Thousand Miles,Vanessa Carlton,2018-12-12,62894242,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
I'm Not The Only One,I'm Not The Only One,Sam Smith,2018-12-12,159188704,https://open.spotify.com/track/7uefNWIWZwmNUYZktNSV8s
三浦大知 (Daichi Miura) / Blizzard (映画『ドラゴンボール超 ブロリー』主題歌),Blizzard,Daichi Miura,2018-12-10,61565812,https://open.spotify.com/track/6EDrxvJzckR2B5P57kVhzw
"Ariana Grande - thank u, next (Official Video)","thank u, next",Ariana Grande,2018-11-30,837435576,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
ちゃんみな - PAIN IS BEAUTY (Official Music Video),PAIN IS BEAUTY,CHANMINA,2018-11-30,18476152,https://open.spotify.com/track/5QOF4KiMkohTXWWU6Zj5Cq
ONE OK ROCK: Stand Out Fit In [OFFICIAL VIDEO],Stand Out Fit In,ONE OK ROCK,2018-11-23,64219795,https://open.spotify.com/track/17EiIn0d2tftCjJrGOrbFj
Jeremy Zucker - comethru (Official Video),comethru,Jeremy Zucker,2018-11-13,567567720,https://open.spotify.com/track/00pRUGvpS6GMHZ44almkFG
Natural,Natural,Imagine Dragons,2018-11-08,221028857,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
"Paint It, Black","Paint It, Black",The Rolling Stones,2018-11-07,149212764,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8
BTS (防弾少年団) 'Airplane pt.2 -Japanese ver.-' Official MV,Airplane pt.2 - Japanese ver.,BTS,2018-11-06,315121009,https://open.spotify.com/track/4EeVAiJtyblHzvkN9sZCmM
She Will Be Loved,She Will Be Loved,Maroon 5,2018-10-30,193904111,https://open.spotify.com/track/7sapKrjDij2fpDVj0GxP66
How Deep Is Your Love,How Deep Is Your Love,Bee Gees,2018-10-30,91382927,https://open.spotify.com/track/2JoZzpdeP2G6Csfdq5aLXP
Counting Stars,Counting Stars,OneRepublic,2018-10-30,313978955,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
あいみょん - 今夜このまま【OFFICIAL MUSIC VIDEO】,今夜このまま,Aimyon,2018-10-23,78013732,https://open.spotify.com/track/0sSG83UxY15ft1E2N9THYF
サウダージ,サウダージ,PornoGraffitti,2018-10-15,23883414,https://open.spotify.com/track/7lUaEsQVwvNEjaJNcvc1CN
独りんぼエンヴィー / 初音ミク,独りんぼエンヴィー,電ポルP,2018-10-12,14247519,https://open.spotify.com/track/5INrirWilD0d03FkwkM60P
Hacking to the Gate,Hacking to the Gate,いとうかなこ,2018-10-08,14412529,https://open.spotify.com/track/78dl9lfz8vogpSxpdpWQdl
Always Remember Us This Way,Always Remember Us This Way,Lady Gaga,2018-10-04,296661444,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
Shallow,Shallow,Lady Gaga,2018-10-04,279475709,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
Let It All Work Out,Let It All Work Out,Lil Wayne,2018-09-28,67904943,https://open.spotify.com/track/3BUWNzPWz2mDbptZmGEXpB
Lia / 一番の宝物【OFFICIAL MUSIC VIDEO】,一番の宝物,Lia,2018-08-29,12378992,https://open.spotify.com/track/52S1EXZpUZPP9G41uweFag
Imagine Dragons - Natural,Natural,Imagine Dragons,2018-08-24,639561033,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
星野源 – アイデア (Official Video),アイデア,星野源,2018-08-19,78625949,https://open.spotify.com/track/7jgqNMnqAT9FghC1uSYTFF
TWICE「BDZ」Music Video,BDZ,TWICE,2018-08-16,77156726,https://open.spotify.com/track/6ceKChoZYLdw24Ph1CDFUJ
no tears left to cry,no tears left to cry,Ariana Grande,2018-08-16,102985829,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
Don’t Blame Me,Don’t Blame Me,Taylor Swift,2018-08-15,188178976,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
ベリーグッドマン「ライオン (2018 New Ver.)」ミュージックビデオ,ライオン,Berry Goodman,2018-08-14,15926083,https://open.spotify.com/track/40zFpuXzfj5rxcol7WoZzg
ヨルシカ - 雲と幽霊 (MUSIC VIDEO),雲と幽霊,ヨルシカ,2018-08-13,46821465,https://open.spotify.com/track/469v6OYBSwcdGRTTvj37ps
Mrs. GREEN APPLE - 青と夏,青と夏,Mrs. GREEN APPLE,2018-08-10,178313033,https://open.spotify.com/track/5BC6kr6etk2Y9J62AyI4i3
Livin' On A Prayer,Livin' On A Prayer,Bon Jovi,2018-08-07,231675397,https://open.spotify.com/track/37ZJ0p5Jm13JPevGcx4SkF
初音ミクの激唱(2018Remake) - cosMo＠暴走P,初音ミクの激唱 -MIKU EXPO 2014 in INDONESIA Live-,Storyteller (GAiA x cosMo@Bousou P),2018-08-05,19338425,https://open.spotify.com/track/2Tpd2eHx7LT60o7BwZlqr3
C&K - ドラマ,ドラマ,C&K,2018-08-03,17380103,https://open.spotify.com/track/1Wrvk37yFyc31RUbzCmI3r
【公式】 ベノム／かいりきベア feat.flower,ベノム,Kairikibear,2018-08-02,64969067,https://open.spotify.com/track/2llI6h2T2O5KZfn1OhJQAA
Poker Face,Poker Face,Lady Gaga,2018-07-31,195394843,https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg
I'm Still Standing,I'm Still Standing,Elton John,2018-07-31,166070551,https://open.spotify.com/track/1jDJFeK9x3OZboIAHsY9k2
California Dreamin',California Dreamin',The Mamas & The Papas,2018-07-31,145723335,https://open.spotify.com/track/1ZEOIhSn6BKErV59bIgn76
Cuando Me Enamoro,Cuando Me Enamoro,Enrique Iglesias,2018-07-31,103410199,https://open.spotify.com/track/4PHX6bpHDxiR9RGzAKWcyk
Stayin Alive,Stayin Alive,Bee Gees,2018-07-31,164708824,https://open.spotify.com/track/5ubvP9oKmxLUVq506fgLhk
Start,StaRt,Mrs. GREEN APPLE,2018-07-31,18056884,https://open.spotify.com/track/0ubEkvxVE1Sh4QTBN6b92a
Superman,Superman,Eminem,2018-07-30,305016976,https://open.spotify.com/track/4woTEX1wYOTGDqNXuavlRC
ocean eyes,ocean eyes,Billie Eilish,2018-07-26,155335046,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
Money Trees,Money Trees,Kendrick Lamar,2018-07-26,301070272,https://open.spotify.com/track/74tLlkN3rgVzRqQJgPfink
On The Floor (Radio Edit),On The Floor,Dynamix Music,2018-07-26,169025899,https://open.spotify.com/track/0F9N6SqxYbg4iz4LIcTJVI
Back To Black,Back To Black,Amy Winehouse,2018-07-26,128037978,https://open.spotify.com/track/3FAclTFfvUuQYnEsptbK8w
Love You Like A Love Song,Love You Like A Love Song,Selena Gomez & The Scene,2018-07-26,231653357,https://open.spotify.com/track/0laYHRpNTS6i8FXdupHkJ4
The Nights,The Nights,Avicii,2018-07-24,201179817,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
The Less I Know The Better,The Less I Know The Better,Tame Impala,2018-07-24,230777216,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
Enchanted,Enchanted,Taylor Swift,2018-07-24,164431729,https://open.spotify.com/track/04S1pkp1VaIqjg8zZqknR5
Not Afraid,Not Afraid,Eminem,2018-07-23,119120671,https://open.spotify.com/track/7Ie9W94M7OjPoZVV216Xus
Breakin' Dishes,Breakin' Dishes,Rihanna,2018-07-23,47464702,https://open.spotify.com/track/46aZJc0z1HHHSFxaIRxYSP
Scars To Your Beautiful,Scars To Your Beautiful,Alessia Cara,2018-07-23,157673969,https://open.spotify.com/track/42ydLwx4i5V49RXHOozJZq
Love Me,Love Me,AZU,2018-07-23,74489302,https://open.spotify.com/track/2pMdaROQ3mISIz8ZQ6NKZF
"Don't say ""lazy""","Don't say ""lazy""",平沢唯(CV:豊崎愛生),2018-07-23,20903665,https://open.spotify.com/track/2tlFYDs8Uql85FKK5kL7ha
Promiscuous,Promiscuous,Nelly Furtado,2018-07-20,188414232,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN
Say It Right,Say It Right,Nelly Furtado,2018-07-20,141551974,https://open.spotify.com/track/2aI21FnmY7TJVKeMaoQZ0t
Maneater,Maneater,Polsas,2018-07-20,116649051,https://open.spotify.com/track/6nk1SWOtZ6FrPmG9cK31bb
あいみょん - マリーゴールド【OFFICIAL MUSIC VIDEO】,マリーゴールド,Aimyon,2018-07-17,351170242,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7
Old Time Rock & Roll,Old Time Rock & Roll,Bob Seger,2018-07-09,147767041,https://open.spotify.com/track/5EOoMWIB9iK4ZpcSex9Ec7
"TWICE ""Dance The Night Away"" M/V",Dance The Night Away,TWICE,2018-07-09,386212853,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA
Dangerous Woman,Dangerous Woman,Ariana Grande,2018-07-07,91116137,https://open.spotify.com/track/3nef5W8jTkXrOKgCu4kmq7
Sweet Child O' Mine,Sweet Child O' Mine,Guns N' Roses,2018-06-22,396323915,https://open.spotify.com/track/7snQQk1zcKl8gZ92AnueZW
ずっと真夜中でいいのに。『秒針を噛む』MV (ZUTOMAYO – Byoushinwo Kamu),秒針を噛む,ZUTOMAYO,2018-06-04,142281049,https://open.spotify.com/track/4HgsPAX3MmMgIT60hJ4W4U
Hump Back - 「拝啓、少年よ」Music Video,拝啓、少年よ,Hump Back ,2018-05-27,83164611,https://open.spotify.com/track/2vEy6x4rPoyi3Ie4262xbk
ハローディストピア／まふまふ feat. 鏡音リン・レン,ハローディストピア,Kuroneko,2018-05-26,12959434,https://open.spotify.com/track/39fyidXJfuz510C1Q9iFl9
Mi Gente,Mi Gente,J Balvin,2018-05-24,181072513,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
DA PUMP / U.S.A. (short ver.),U.S.A.,DA PUMP,2018-05-16,271494221,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR
"💀 Las Calaveras 💀 Salen De Su Tumba, CHUMBALA CACHUMBALA - Canciones Infantiles de Halloween",Las Calaveras,Canciones Para Niños,2018-05-14,490110242,https://open.spotify.com/track/3JoSGruk9Wlt6XXtixkC3L
ヨルシカ - ただ君に晴れ (MUSIC VIDEO),ただ君に晴れ,ヨルシカ,2018-05-04,234433618,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz
Official髭男dism - ノーダウト［Official Video］,ノーダウト,OFFICIAL HIGE DANDISM,2018-04-30,157385907,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV
"Billie Eilish, Khalid - lovely",lovely,Billie Eilish,2018-04-26,2160484669,https://open.spotify.com/track/7b4eqsDeLUzSrGth8uB2D1
"TWICE ""What is Love?"" M/V",What is Love?,TWICE,2018-04-09,827460826,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
PRIDE.,PRIDE.,Kendrick Lamar,2018-03-15,87224046,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg
Soy una Serpiente - Las Canciones del Zoo 4 | El Reino Infantil,Soy Una Serpiente,El Reino Infantil,2018-03-03,1376736013,https://open.spotify.com/track/4FyCoKl2W6GnoVy8I9xMSE
みきとP 『 ロキ 』 MV,ロキ,Mikito P,2018-02-27,82979357,https://open.spotify.com/track/3xL2e4fCQCtPuRcQAwctlq
稲葉曇『ロストアンブレラ』Vo. 歌愛ユキ,アンブレラ,水野あつ,2018-02-27,70202513,https://open.spotify.com/track/2WhpvvwfRU5dDCg2Yq7MTm
米津玄師  Kenshi Yonezu  - Lemon,Lemon,Kenshi Yonezu,2018-02-26,901769702,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6
Little Dark Age,Little Dark Age,MGMT,2018-02-08,238449578,https://open.spotify.com/track/2Y0iGXY6m6immVb2ktbseM
"TRUE「Sincerely」 MV Full Size 『ヴァイオレット・エヴァーガーデン』OP主題歌/""violet-evergarden"" Opning Theme「Sincerely」",Sincerely,TRUE,2018-01-30,21853723,https://open.spotify.com/track/1UnlBvfKYZ22zCx0gbSsgX
WANIMA「シグナル」OFFICIAL MUSIC VIDEO,シグナル,WANIMA,2018-01-12,67926555,https://open.spotify.com/track/4Ybp3UvVXvraRNwOCWnrNq
TWICE「Candy Pop」Music Video,Candy Pop,TWICE,2018-01-11,184358082,https://open.spotify.com/track/1XjipVUiZ6PAAWYbUuSQnS
Billie Eilish - idontwannabeyouanymore (Official Vertical Video),idontwannabeyouanymore,Billie Eilish,2018-01-04,363677832,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
"Luis Fonsi, Demi Lovato - Échame La Culpa",Échame La Culpa,Luis Fonsi,2017-11-17,2402782621,https://open.spotify.com/track/0mlAOSILGRys2IbvyOT5VJ
ポジティブ☆ダンスタイム／キノシタ(kinoshita) feat.音街ウナ・鏡音リン／Positive☆Dance Time,ポジティブ☆ダンスタイム,新世紀えぴっくすたぁネ申,2017-10-12,15860329,https://open.spotify.com/track/0qGHHeHmeRP8ARGBSCz3yr
TWICE「One More Time」Music Video,One More Time (feat. NØZ),虎韻,2017-10-05,105669617,https://open.spotify.com/track/3ZVlbQ4rjvT65JyV7xrM1r
BTS (방탄소년단) 'DNA' Official MV,DNA,BTS,2017-09-18,1607783470,https://open.spotify.com/track/3uRLwBjI2TahxslcMTvpFs
Taylor Swift - Look What You Made Me Do,Look What You Made Me Do,Taylor Swift,2017-08-28,1520982903,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il
wowaka 『アンノウン・マザーグース』feat. 初音ミク / wowaka - Unknown Mother-Goose (Official Video) ft. Hatsune Miku,アンノウン・マザーグース,Chogakusei,2017-08-22,61795797,https://open.spotify.com/track/4tGoHaUUfXa7hA92CbYNMa
